0.013084428,0.032072906,0.023470373,0.019833611,0.015296738,0.01050747,0.008896668,0.011604353,0.011132116,0.022778388,0.012751883,0.014584741,0.012625722,0.022730343,0.021446593,0.020734194,0.017989113,0.015121803,0.013167844,0.012463267,0.010193909,0.011784287,0.009907882,0.01002831,0.018529721,0.019690577,0.016814156,0.008377427,0.01219406,0.024515509,0.032633523,0.016179227,0
0.012456605,0.019822766,0.013368664,0.018170437,0.025245862,0.026432209,0.02621879,0.012140624,0.018671374,0.01768851,0.024370252,0.028760235,0.020518221,0.01871741,0.012637227,0.017054112,0.018167747,0.021707118,0.013733817,0.015028527,0.021876833,0.022376681,0.019813512,0.020203076,0.015890297,0.01521222,0.018774266,0.018248727,0.023945062,0.02163293,0.015296389,0.015085221,0
0.0188454,0.018185563,0.019247522,0.019626543,0.020202551,0.024703153,0.034912334,0.017212166,0.022805577,0.018033439,0.016923561,0.018000058,0.017096988,0.012736441,0.018143386,0.015889439,0.011757172,0.010459024,0.018898299,0.022799152,0.015058384,0.009006748,0.009264447,0.011222222,0.013794487,0.017830465,0.017137308,0.019284263,0.018135976,0.022773806,0.012049748,0.012344976,0
0.014233437,0.010109273,0.00602509,0.008710861,0.014918644,0.012494884,0.009229453,0.009830244,0.025039476,0.013159404,0.012058019,0.014138627,0.015853146,0.01666738,0.019798337,0.01756325,0.021195072,0.017148298,0.013605823,0.013407172,0.016406224,0.015854952,0.016160129,0.01665732,0.016735915,0.024670284,0.015046496,0.009665255,0.013209157,0.012725172,0.018764574,0.015707411,0
0.013894909,0.0108848,0.009328785,0.010078929,0.015459087,0.012649929,0.013442972,0.018802544,0.023682047,0.028060721,0.010278115,0.010601356,0.012359329,0.014111631,0.020615812,0.01803816,0.015489312,0.013820596,0.017175058,0.012824436,0.011910465,0.013498767,0.011735653,0.013732472,0.017964525,0.016989521,0.018663356,0.011808626,0.01058164,0.014507824,0.01640905,0.014474469,0
0.023862915,0.01306673,0.016051974,0.018611051,0.023412417,0.022123729,0.015981572,0.01392441,0.016755891,0.012358185,0.025275683,0.022995082,0.022478464,0.015548134,0.011464724,0.016721666,0.016220222,0.015517281,0.012670592,0.007673657,0.008825955,0.012336095,0.012073495,0.020346858,0.017671999,0.016255283,0.016555448,0.014769797,0.015854898,0.016588818,0.017325821,0.019758961,0
0.01560563,0.015600671,0.009633244,0.01262327,0.020319163,0.023463682,0.022239595,0.017518124,0.021519238,0.01403928,0.01749713,0.019479799,0.012655664,0.020859029,0.019668994,0.019372084,0.017811417,0.021378212,0.023226454,0.020936097,0.022308028,0.030264056,0.027131924,0.022581547,0.0138716,0.024090387,0.021793,0.027097799,0.020569033,0.027290996,0.023410752,0.01175254,0
0.03336531,0.032312595,0.014640003,0.022531478,0.037625071,0.034526939,0.034665759,0.020797349,0.014829007,0.021802461,0.025264991,0.022965384,0.017925158,0.011281578,0.014379421,0.016857529,0.01813089,0.01875623,0.01989205,0.019060026,0.016734371,0.020393903,0.023858658,0.038174797,0.030923701,0.027556941,0.031608837,0.046172907,0.031505665,0.034717182,0.026955723,0.019797578,0
0.022581921,0.031301659,0.029788958,0.025339942,0.010985288,0.019653171,0.019273468,0.030342644,0.027960612,0.01803695,0.025452492,0.02307549,0.021374889,0.011901875,0.009606171,0.010463804,0.015142856,0.015291575,0.010081844,0.015080812,0.019466249,0.022024799,0.023517143,0.027355842,0.020175791,0.019341789,0.021087817,0.027954033,0.025336785,0.030073654,0.030754823,0.024942706,0
0.019085635,0.018767352,0.027182915,0.021350607,0.016487988,0.015979991,0.013428337,0.027683456,0.017112981,0.026219618,0.029305186,0.026399689,0.029199887,0.023941434,0.017999684,0.02742117,0.028618965,0.025647252,0.026719922,0.023064554,0.021701512,0.023384675,0.025360163,0.013826666,0.018742067,0.025737123,0.020898876,0.016733234,0.013762875,0.014535652,0.031089105,0.029650583,0
